1406880000,6.124693
1406880600,5.244825
1406881200,6.508037
1406881800,7.363730
1406882400,6.938547
1406883000,5.418833
1406883600,7.045856
1406884200,6.383259
1406884800,6.655797
1406885400,5.374106
1406886000,10.683468
1406886600,6.226935
1406887200,4.964866
1406887800,nan
1406888400,nan
1406889000,7.576269
1406889600,5.862595
1406890200,6.691537
1406890800,6.569020
1406891400,6.233963
1406892000,8.369362
1406892600,7.604912
1406893200,nan
1406893800,7.509723
1406894400,6.940192
1406895000,nan
1406895600,nan
1406896200,7.597228
1406896800,5.130113
1406897400,5.033504
1406898000,5.901391
1406898600,8.678444
1406899200,5.429005
1406899800,10.071164
1406900400,5.305764
1406901000,5.023327
1406901600,7.104086
1406902200,7.742437
1406902800,8.003018
1406903400,8.182792
1406904000,7.112324
1406904600,7.430002
1406905200,8.601946
1406905800,6.295968
1406906400,7.133137
1406907000,7.479004
1406907600,6.312982
1406908200,6.193106
1406908800,7.139985
1406909400,6.585401
1406910000,6.759244
1406910600,7.581417
1406911200,6.404371
1406911800,6.475361
1406912400,6.603783
1406913000,7.158532
1406913600,6.547627
1406914200,5.193030
1406914800,6.266337
1406915400,6.531027
1406916000,4.503290
1406916600,5.287394
1406917200,3.955654
1406917800,5.794486
1406918400,6.389392
1406919000,10.106835
1406919600,6.009529
1406920200,5.869115
1406920800,4.466224
1406921400,4.965211
1406922000,6.444396
1406922600,6.628768
1406923200,5.979465
1406923800,5.077756
1406924400,4.203977
1406925000,4.910622
1406925600,5.534680
1406926200,6.277895
1406926800,5.470257
1406927400,5.615954
1406928000,5.799463
1406928600,4.387663
1406929200,5.389894
1406929800,3.663195
1406930400,4.880681
1406931000,4.615538
1406931600,4.736841
1406932200,4.435865
1406932800,4.387976
1406933400,5.291644
1406934000,5.007305
1406934600,4.238930
1406935200,4.886271
1406935800,4.708534
1406936400,5.256575
1406937000,4.538689
1406937600,5.437060
1406938200,5.733295
1406938800,4.797403
1406939400,5.649060
1406940000,5.618520
1406940600,4.616047
1406941200,6.300160
1406941800,4.497124
1406942400,4.750341
1406943000,4.764380
1406943600,6.625616
1406944200,5.781949
1406944800,4.791567
1406945400,4.945939
1406946000,5.966736
1406946600,6.005482
1406947200,5.413678
1406947800,5.642251
1406948400,6.511965
1406949000,6.572585
1406949600,6.307605
1406950200,6.552569
1406950800,8.262580
1406951400,5.592130
1406952000,6.129382
1406952600,8.258690
1406953200,5.339523
1406953800,6.101901
1406954400,7.071323
1406955000,6.335240
1406955600,6.279043
1406956200,8.439150
1406956800,6.096252
1406957400,6.058196
1406958000,8.130799
1406958600,7.255962
1406959200,5.708458
1406959800,7.047822
1406960400,6.780163
1406961000,6.376279
1406961600,7.942303
1406962200,6.657253
1406962800,4.274474
1406963400,5.878178
1406964000,6.575910
1406964600,5.250023
1406965200,3.812688
1406965800,4.262835
1406966400,5.195401
1406967000,5.456226
1406967600,nan
1406968200,5.350638
1406968800,6.961237
1406969400,4.660824
1406970000,6.142562
1406970600,nan
1406971200,8.460775
1406971800,7.671010
1406972400,nan
1406973000,6.947123
1406973600,5.059620
1406974200,3.537370
1406974800,6.108233
1406975400,5.937535
1406976000,nan
1406976600,5.294815
1406977200,8.320678
1406977800,nan
1406978400,7.604040
1406979000,6.114245
1406979600,2.983469
1406980200,4.411092
1406980800,6.286751
1406981400,8.449396
1406982000,6.318644
1406982600,7.875862
1406983200,6.459445
1406983800,9.213847
1406984400,8.656766
1406985000,4.998167
1406985600,9.606557
1406986200,nan
1406986800,5.795037
1406987400,3.012289
1406988000,4.539738
1406988600,6.219389
1406989200,3.141623
1406989800,6.212418
1406990400,4.374621
1406991000,4.459464
1406991600,5.205395
1406992200,5.370214
1406992800,7.394708
1406993400,7.065819
1406994000,7.952406
1406994600,8.076828
1406995200,4.679225
1406995800,7.218018
1406996400,8.053605
1406997000,5.692438
1406997600,5.368119
1406998200,5.845851
1406998800,6.140621
1406999400,6.152824
1407000000,7.678714
1407000600,5.968113
1407001200,6.571114
1407001800,6.449399
1407002400,7.050204
1407003000,6.078875
1407003600,5.608090
1407004200,5.553971
1407004800,5.523531
1407005400,7.336432
1407006000,5.338241
1407006600,6.000845
1407007200,6.900492
1407007800,5.444465
1407008400,6.110517
1407009000,5.361523
1407009600,5.174082
1407010200,5.570267
1407010800,5.772708
1407011400,6.472169
1407012000,4.742393
1407012600,6.692545
1407013200,7.128910
1407013800,5.790913
1407014400,9.812811
1407015000,8.171906
1407015600,5.748905
1407016200,4.725371
1407016800,5.282773
1407017400,4.900434
1407018000,6.515055
1407018600,8.838377
1407019200,6.573616
1407019800,6.150814
1407020400,4.963184
1407021000,6.254661
1407021600,5.388446
1407022200,4.703558
1407022800,5.588411
1407023400,8.133402
1407024000,5.661231
1407024600,6.343724
1407025200,6.618663
1407025800,6.038350
1407026400,5.178158
1407027000,5.422104
1407027600,6.694292
1407028200,6.854382
1407028800,5.650410
1407029400,5.881285
1407030000,5.655776
1407030600,5.568047
1407031200,6.518877
1407031800,5.906857
